"","Customer.Subtype","Avg.size.household","Avg.age","Customer.main.type","Married","Living.together","Other.relation","Singles","Household.without.children","Household.with.children","High.status","Entrepreneur","Farmer","Middle.management","Skilled.labourers","Unskilled.labourers","Rented.house","Home.owners","1.car","2.cars","No.car","National.Health.Service","Private.health.insurance","Income.less.then.30K","Income.in.30.45K","Income.in.45.75K","Income.in.75.122K","Income.more.then.123K","Purchasing.power.class","Cont.private.third.party.insr","Cont.car.pol","Cont.boat.pol","Num.of.private.third.party.insur","Number.of.boat.pol","Num.of.mobile.home.policies","Other.contribution","Number.of.other.policies"
"4417",31,2,4,7,5,2,2,2,3,4,2,0,0,1,4,4,8,1,4,0,5,8,1,5,4,1,1,0,1,2,5,0,1,0,"0",0,0
"4418",3,3,3,1,5,1,3,0,5,4,0,0,0,0,5,4,0,9,6,1,3,7,2,3,4,3,1,0,6,2,6,0,1,0,"1",0,0
"4419",38,3,2,9,7,1,1,0,4,5,0,0,0,1,4,5,5,4,8,1,1,4,5,0,4,5,1,0,4,2,6,0,1,0,"0",0,0
"4420",33,2,3,8,9,0,0,0,5,4,0,0,0,1,8,1,1,8,5,0,4,9,0,1,4,0,5,0,3,0,0,0,0,0,"0",0,0
"4421",8,3,3,2,7,2,0,0,4,5,3,3,0,4,0,0,5,4,7,2,0,2,7,0,2,6,2,0,7,0,0,0,0,0,"0",3,1
"4422",11,3,3,3,5,2,3,2,4,4,2,1,1,3,2,2,1,8,6,2,2,6,3,1,4,3,2,0,6,2,6,0,1,0,"1",1,1
"4423",29,1,3,7,2,0,7,6,2,2,0,0,0,0,3,6,8,1,4,0,5,7,2,7,1,2,0,0,3,2,0,0,1,0,"0",0,0
"4424",35,3,3,8,7,0,2,2,2,5,4,2,0,2,1,2,1,8,6,1,2,5,4,2,3,4,1,0,5,2,6,0,1,0,"1",3,2
"4425",13,3,3,3,7,0,2,2,2,6,1,0,0,6,0,2,6,3,5,1,3,8,1,2,6,2,0,0,6,0,0,0,0,0,"0",0,0
"4426",3,2,3,1,5,0,4,3,3,4,1,0,1,6,1,3,2,7,7,0,2,7,2,0,5,4,0,0,6,0,0,0,0,0,"0",6,1
"4427",39,2,2,9,5,1,3,2,2,5,0,0,1,2,3,5,6,3,5,2,3,8,1,8,1,1,0,0,5,0,0,0,0,0,"0",0,0
"4428",30,1,5,7,5,0,4,6,2,2,1,0,0,1,1,8,8,1,3,0,6,9,0,3,6,0,0,0,2,0,0,0,0,0,"0",0,0
"4429",23,1,3,5,0,6,3,7,2,1,2,0,0,4,2,2,9,0,5,3,3,9,0,5,2,3,0,0,3,2,6,0,1,0,"0",0,0
"4430",24,2,3,5,3,0,6,1,4,4,2,0,0,2,4,4,9,0,5,0,4,5,4,3,6,1,0,0,2,2,5,0,1,0,"0",4,2
"4431",34,3,2,8,7,2,0,0,4,5,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,6,2,6,0,1,0,"0",3,1
"4432",9,3,3,3,5,0,4,1,0,8,0,0,0,5,4,1,6,3,5,0,4,9,0,5,0,2,2,0,4,0,0,0,0,0,"0",0,0
"4433",25,2,3,6,5,2,3,3,5,2,1,1,0,3,2,4,6,3,6,1,3,8,1,4,2,3,0,0,1,2,0,0,1,0,"0",0,0
"4434",6,3,2,2,5,2,2,2,2,5,3,0,0,6,0,2,0,9,9,0,0,4,5,2,3,5,0,0,8,2,0,0,1,0,"0",0,0
"4435",10,4,2,3,9,0,0,0,3,6,0,0,0,4,5,0,3,6,7,1,1,5,4,2,7,0,0,0,8,0,5,0,0,0,"0",0,0
"4436",13,3,2,3,7,2,0,0,6,3,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,6,0,6,0,0,0,"0",0,0
"4437",3,2,4,1,7,0,2,2,6,2,6,1,0,2,0,1,6,3,7,2,0,3,6,2,4,4,1,0,6,0,0,0,0,0,"0",0,0
"4438",38,3,3,9,5,1,3,3,2,4,2,1,0,3,2,3,5,4,4,2,4,7,2,3,5,1,1,0,4,0,0,0,0,0,"0",4,1
"4439",7,3,3,2,7,0,2,1,4,4,4,0,0,4,0,1,7,2,6,1,2,5,4,1,1,8,0,0,6,2,0,0,1,0,"0",0,0
"4440",24,4,2,5,8,1,1,1,2,6,0,0,0,5,1,3,7,2,8,1,1,9,0,2,6,2,0,0,2,0,6,0,0,0,"0",0,0
"4441",31,2,2,7,3,3,3,3,4,2,2,0,0,2,3,4,9,0,5,0,4,9,0,5,3,1,0,0,1,2,0,0,1,0,"0",0,0
"4442",8,4,3,2,7,1,2,0,0,9,0,0,0,9,0,0,0,9,6,2,1,5,4,0,0,5,0,4,7,2,0,0,1,0,"0",2,2
"4443",10,3,2,3,7,0,2,0,3,6,3,1,0,4,3,1,1,8,7,2,0,5,4,2,4,3,2,0,8,2,5,0,1,0,"0",3,1
"4444",8,3,3,2,9,0,0,0,3,6,4,0,0,5,0,0,0,9,7,2,0,2,7,0,5,0,4,0,7,2,6,0,1,0,"1",0,0
"4445",33,2,4,8,5,0,4,4,5,1,1,0,0,2,3,4,3,6,5,1,4,9,0,1,7,2,0,0,3,2,6,0,1,0,"0",0,0
"4446",30,4,4,7,6,3,0,0,3,6,3,0,4,0,0,3,0,9,9,0,0,5,4,3,4,3,0,0,1,0,6,0,0,0,"0",0,0
"4447",35,3,3,8,3,4,2,0,5,4,2,0,2,2,3,2,2,7,5,2,3,6,3,0,6,2,2,1,5,0,0,0,0,0,"0",3,1
"4448",38,3,3,9,5,1,3,3,2,4,2,1,0,3,2,3,5,4,4,2,4,7,2,3,5,1,1,0,4,0,0,0,0,0,"0",0,0
"4449",8,4,3,2,8,1,1,0,3,6,4,1,0,3,2,1,1,8,8,0,1,4,5,1,4,4,1,1,7,2,6,0,1,0,"0",0,0
"4450",3,2,4,1,6,0,3,3,4,3,5,0,3,2,0,0,7,2,5,2,3,4,5,3,2,5,0,0,6,0,5,0,0,0,"0",0,0
"4451",8,3,3,2,9,0,0,0,3,6,4,0,0,5,0,0,0,9,7,2,0,2,7,0,5,0,4,0,7,2,6,0,1,0,"0",4,1
"4452",33,2,3,8,7,2,0,0,5,4,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,0,0,0,0,0,"0",4,1
"4453",33,2,4,8,9,0,0,0,6,3,0,0,0,2,4,4,9,0,7,2,0,9,0,5,4,0,0,0,3,0,6,0,0,0,"0",6,1
"4454",39,2,4,9,7,0,2,0,5,4,4,0,2,0,2,2,0,9,5,4,0,6,3,0,7,2,0,0,5,0,6,0,0,0,"0",7,2
"4455",32,2,4,7,5,1,4,4,2,4,2,1,1,3,2,3,2,7,5,1,4,6,3,3,4,2,1,0,1,2,0,0,1,0,"0",0,0
"4456",30,2,4,7,6,2,1,2,7,1,3,1,0,2,2,2,7,2,7,2,1,5,4,3,2,4,1,0,2,0,0,0,0,0,"0",0,0
"4457",32,3,3,7,7,0,2,0,5,4,2,2,0,3,3,2,2,7,7,2,0,2,7,0,5,4,0,0,1,0,0,0,0,0,"0",2,1
"4458",39,2,2,9,2,2,5,5,3,1,2,0,0,2,2,4,7,2,6,0,3,7,2,4,3,2,1,0,5,0,6,0,0,0,"1",0,0
"4459",41,4,2,10,6,1,3,0,3,6,4,0,2,2,0,3,2,7,6,1,2,6,3,0,0,9,0,0,4,1,0,0,1,0,"0",0,0
"4460",9,2,3,3,5,2,2,2,4,4,2,0,0,4,3,1,8,1,6,2,2,8,1,2,5,2,1,1,4,2,6,0,1,0,"0",0,0
"4461",36,3,3,8,6,1,2,2,3,5,3,1,1,3,2,2,4,5,6,2,1,4,5,2,2,4,1,1,3,2,0,0,1,0,"0",0,0
"4462",11,3,3,3,9,0,0,0,4,5,3,1,2,2,2,1,3,6,6,2,1,5,4,0,0,7,2,0,6,0,6,0,0,0,"0",6,2
"4463",24,2,2,5,2,3,4,3,4,2,1,0,0,2,2,4,8,1,6,1,3,8,1,5,4,1,0,0,2,0,6,0,0,0,"0",0,0
"4464",39,2,4,9,6,2,1,1,5,3,1,0,0,4,3,2,6,3,6,0,3,5,4,2,2,5,0,0,5,0,6,0,0,0,"0",3,1
"4465",33,3,3,8,9,0,0,0,3,6,1,0,0,3,4,2,5,4,6,1,2,7,2,2,4,3,1,0,3,0,6,0,0,0,"0",0,0
"4466",13,4,3,3,8,1,1,1,3,6,4,0,0,3,3,0,1,8,8,0,1,4,5,0,5,4,0,0,6,0,5,0,0,0,"0",0,0
"4467",33,2,4,8,2,2,6,4,2,4,1,0,0,2,0,7,7,2,2,2,6,7,2,7,2,0,0,0,3,0,0,0,0,0,"0",0,0
"4468",22,1,4,5,7,1,2,5,4,1,1,1,0,6,3,1,9,0,5,0,4,5,4,5,3,2,0,0,2,2,6,0,1,0,"0",0,0
"4469",12,3,2,3,6,3,0,0,4,5,5,0,0,3,1,2,0,9,6,3,0,2,7,0,3,4,3,1,7,0,0,0,0,0,"0",0,0
"4470",11,2,3,3,5,1,4,3,3,4,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,6,0,0,0,0,0,"0",0,0
"4471",5,2,4,1,5,1,4,2,5,2,4,2,0,2,2,1,1,8,5,1,3,5,4,1,2,4,3,1,3,2,0,0,1,0,"0",0,0
"4472",25,2,4,6,6,0,3,3,6,1,1,0,0,5,2,2,7,2,7,0,2,9,0,5,2,2,0,0,1,1,0,0,1,0,"0",0,0
"4473",6,3,3,2,6,1,2,2,3,4,3,1,0,4,1,2,3,6,6,2,2,6,3,2,3,4,2,1,8,0,0,0,0,0,"0",3,1
"4474",25,2,3,6,4,2,4,4,4,3,2,1,0,3,2,3,6,3,6,1,3,8,1,4,3,3,0,0,1,1,0,0,1,0,"0",0,0
"4475",38,3,3,9,9,0,0,0,4,5,1,0,0,3,5,2,4,5,6,2,2,7,2,2,5,2,1,0,4,2,6,0,1,0,"0",0,0
"4476",9,3,3,3,7,0,2,2,4,3,0,0,0,7,0,2,9,0,9,0,0,9,0,4,5,0,0,0,4,0,6,0,0,0,"0",0,0
"4477",36,3,2,8,9,0,0,1,3,5,9,0,0,0,0,0,0,9,7,2,0,2,7,0,0,5,0,4,3,2,6,0,1,0,"0",0,0
"4478",34,4,2,8,7,2,0,0,4,5,2,2,0,2,3,2,2,7,5,4,0,9,0,0,5,4,0,0,6,0,0,0,0,0,"0",0,0
"4479",39,5,3,9,9,0,0,0,3,6,0,0,0,3,6,0,3,6,9,0,0,9,0,6,0,3,0,0,5,0,6,0,0,0,"0",4,1
"4480",41,3,3,10,8,1,1,1,5,3,2,0,2,3,2,3,3,6,6,2,2,6,3,2,7,1,1,0,4,0,6,0,0,0,"0",0,0
"4481",22,2,2,5,0,5,4,2,5,3,0,0,0,2,4,4,9,0,7,0,2,9,0,4,2,3,0,0,2,2,6,0,1,0,"0",0,0
"4482",9,3,3,3,7,0,2,2,2,6,2,1,0,1,5,1,9,0,5,2,3,7,2,3,4,2,0,0,4,0,0,0,0,0,"0",3,1
"4483",33,2,4,8,4,2,3,3,2,4,3,0,0,0,0,6,5,5,5,2,3,9,0,3,2,4,0,0,3,0,0,0,0,0,"0",5,1
"4484",21,1,2,5,6,0,3,6,3,1,2,0,0,3,1,5,9,0,4,3,3,9,0,4,5,0,0,0,1,2,0,0,1,0,"0",0,0
"4485",33,2,3,8,6,2,3,3,4,3,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,3,2,6,0,1,0,"0",0,0
"4486",36,2,4,8,9,0,0,0,7,2,9,0,0,0,0,0,0,9,9,0,0,2,7,5,0,3,3,0,3,2,0,0,1,0,"0",0,0
"4487",39,3,2,9,7,0,2,0,1,8,0,0,0,3,3,4,9,0,7,2,0,9,0,2,6,1,0,0,5,2,6,0,1,0,"0",0,0
"4488",33,3,3,8,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,3,0,6,0,0,0,"0",0,0
"4489",40,2,4,10,6,0,3,3,4,3,1,0,8,1,0,1,0,9,3,3,3,2,7,3,6,1,0,0,3,2,0,0,1,0,"0",2,1
"4490",7,3,2,2,6,3,1,1,4,5,3,0,0,4,2,1,8,1,6,3,1,5,4,1,4,4,1,1,6,0,6,0,0,0,"0",0,0
"4491",13,3,2,3,7,1,2,1,2,6,2,0,0,5,1,3,6,3,7,1,2,5,4,1,4,4,1,0,6,0,0,0,0,0,"0",0,0
"4492",36,2,3,8,6,2,3,3,4,3,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,3,2,0,0,1,0,"0",0,0
"4493",28,2,5,6,5,2,4,4,5,1,0,0,4,1,3,2,7,2,5,0,4,5,4,0,5,5,0,0,1,0,0,0,0,0,"0",0,0
"4494",37,2,3,8,5,1,4,3,3,3,1,1,1,4,2,2,2,7,5,1,4,7,2,3,3,3,0,0,4,0,0,0,0,0,"0",3,1
"4495",34,4,2,8,7,2,0,0,4,5,2,2,0,2,3,2,2,7,5,4,0,9,0,0,5,4,0,0,6,0,0,0,0,0,"0",3,1
"4496",30,2,4,7,2,0,7,4,3,2,1,0,1,1,1,7,1,8,5,0,4,9,0,4,3,3,0,0,2,0,0,0,0,0,"0",0,0
"4497",13,4,3,3,9,0,0,0,4,5,0,0,0,4,0,5,5,4,9,0,0,7,2,4,0,5,0,0,6,0,0,0,0,0,"0",4,1
"4498",22,2,3,5,5,2,2,2,5,2,2,0,0,2,3,2,9,0,7,2,1,7,2,3,1,6,1,0,2,0,6,0,0,0,"0",0,0
"4499",9,3,2,3,6,1,2,2,2,6,0,0,0,3,3,4,8,1,6,2,2,9,0,6,2,1,0,0,4,0,6,0,0,0,"0",0,0
"4500",24,2,2,5,4,2,3,3,5,2,0,0,0,2,4,4,9,0,4,0,5,7,2,3,4,2,0,0,2,2,0,0,1,0,"0",0,0
"4501",41,3,2,10,6,1,3,0,4,5,1,0,3,3,0,4,3,6,6,1,2,6,3,0,0,9,0,0,4,0,6,0,0,0,"0",0,0
"4502",3,1,5,1,7,1,2,8,1,1,5,0,0,2,0,2,1,8,6,2,1,5,4,4,1,1,4,0,6,2,0,0,1,0,"0",0,0
"4503",37,2,3,8,7,1,2,4,4,2,0,0,0,9,0,0,7,2,6,2,1,5,4,5,3,1,0,0,4,0,6,0,0,0,"0",0,0
"4504",31,2,3,7,9,0,0,0,6,3,2,0,0,7,0,1,5,4,7,2,0,7,2,2,4,2,1,0,1,1,6,0,1,0,"0",0,0
"4505",8,3,3,2,7,0,2,1,2,6,5,1,0,2,1,1,2,7,6,3,1,4,5,1,2,6,2,0,7,0,6,0,0,0,"0",0,0
"4506",2,4,2,1,7,1,2,2,4,4,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,0,6,0,0,0,"0",0,0
"4507",3,3,4,1,9,0,0,0,6,3,4,0,0,4,0,3,4,6,9,0,0,6,4,3,4,4,0,0,6,0,0,0,0,0,"0",0,0
"4508",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,0,0,0,0,0,"0",6,1
"4509",8,4,3,2,6,0,3,3,0,6,5,0,0,3,1,1,8,1,3,2,4,4,5,0,1,8,1,0,7,0,0,0,0,0,"0",0,0
"4510",33,3,3,8,6,0,3,2,3,4,1,0,2,2,1,5,1,8,7,0,2,7,2,0,5,4,0,0,3,0,6,0,0,0,"0",7,2
"4511",38,3,3,9,5,2,3,2,3,4,1,1,2,2,3,1,3,6,5,1,3,7,2,3,4,2,1,1,4,0,0,0,0,0,"0",4,1
"4512",9,2,3,3,4,3,3,2,3,4,1,0,0,2,3,4,8,1,6,1,2,8,1,3,4,2,0,0,4,0,6,0,0,0,"0",0,0
"4513",3,2,3,1,6,1,3,2,4,3,3,0,0,4,2,1,2,7,6,2,2,4,5,2,2,4,2,1,6,2,0,0,1,0,"0",0,0
"4514",31,2,4,7,3,0,6,4,2,3,0,0,0,3,4,3,7,2,2,2,6,9,0,5,4,0,0,0,1,2,5,0,1,0,"0",0,0
"4515",30,2,4,7,6,2,1,2,7,1,3,1,0,2,2,2,7,2,7,2,1,5,4,3,2,4,1,0,2,0,0,0,0,0,"0",0,0
"4516",33,2,4,8,4,2,3,3,2,4,3,0,0,0,0,6,5,5,5,2,3,9,0,3,2,4,0,0,3,0,0,0,0,0,"0",9,2
"4517",33,3,2,8,9,0,0,0,3,6,0,0,0,2,5,3,0,9,9,0,0,9,0,1,5,4,0,0,3,2,5,0,1,0,"0",0,0
"4518",8,3,3,2,8,0,1,1,2,6,5,1,0,2,2,1,2,7,6,3,1,4,5,1,1,5,3,0,7,2,6,0,1,0,"0",0,0
"4519",8,3,3,2,6,1,2,2,3,5,3,1,1,3,2,2,4,5,6,2,1,4,5,2,2,4,1,1,7,0,0,0,0,0,"0",0,0
"4520",37,2,3,8,7,1,1,2,4,4,2,0,1,5,2,0,3,6,4,2,4,6,3,2,3,4,0,0,4,0,6,0,0,0,"0",0,0
"4521",35,3,3,8,7,1,2,1,4,4,3,0,2,2,3,1,3,6,7,2,1,5,4,3,2,3,2,0,5,0,6,0,0,0,"0",4,1
"4522",24,2,4,5,4,1,5,5,4,1,1,1,0,3,2,5,8,2,5,1,3,8,1,5,4,1,0,0,2,0,0,0,0,0,"0",0,0
"4523",38,2,3,9,3,2,5,4,3,3,2,1,0,5,1,2,8,1,4,1,5,8,1,5,4,1,0,0,4,0,6,0,0,0,"0",0,0
"4524",32,3,3,7,5,2,3,2,3,4,1,1,2,2,3,1,3,6,5,1,3,7,2,3,4,2,1,1,1,0,5,0,0,0,"0",8,3
"4525",33,3,3,8,6,0,3,2,3,4,1,0,2,2,1,5,1,8,7,0,2,7,2,0,5,4,0,0,3,0,6,0,0,0,"0",0,0
"4526",8,3,3,2,9,0,0,0,3,6,4,0,0,5,0,0,0,9,7,2,0,2,7,0,5,0,4,0,7,2,6,0,1,0,"0",1,2
"4527",10,3,3,3,7,1,1,1,1,8,1,0,0,7,1,1,1,8,9,0,0,6,3,3,2,5,0,0,8,2,6,0,1,0,"0",0,0
"4528",10,4,2,3,4,0,5,4,4,2,0,4,0,0,5,0,3,6,5,2,2,5,4,3,3,2,3,0,7,0,0,0,0,0,"0",0,0
"4529",35,4,3,8,6,2,2,0,4,5,4,0,0,3,3,0,5,4,6,2,2,8,1,0,0,4,5,0,5,0,0,0,0,0,"0",0,0
"4530",18,2,2,4,4,2,4,4,4,1,5,1,1,3,1,1,5,4,6,2,2,3,6,2,2,3,3,1,2,0,0,0,0,0,"0",0,0
"4531",38,3,3,9,8,1,1,1,3,6,2,1,2,2,3,1,1,8,5,4,1,5,4,2,3,4,1,0,4,0,0,0,0,0,"0",3,1
"4532",13,3,2,3,7,2,1,1,4,5,3,0,0,5,2,1,7,2,7,1,2,5,4,1,4,5,1,0,6,1,0,0,1,0,"0",0,0
"4533",33,3,3,8,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,3,0,6,0,0,0,"0",0,0
"4534",6,3,3,2,7,0,2,2,2,6,4,0,2,3,0,1,0,9,7,2,0,4,5,2,3,3,2,1,8,2,6,0,1,0,"0",5,3
"4535",5,2,3,1,4,2,4,4,4,3,2,1,0,3,2,3,6,3,6,1,3,8,1,4,3,3,0,0,3,0,0,0,0,0,"0",1,1
"4536",30,2,5,7,5,0,4,4,4,2,0,0,0,5,0,5,5,4,5,2,3,5,4,7,2,0,0,0,2,0,6,0,0,0,"1",0,0
"4537",13,2,2,3,3,4,3,3,4,3,6,0,0,2,2,0,7,2,7,2,0,3,6,2,2,6,0,0,6,2,6,0,1,0,"1",0,0
"4538",33,3,3,8,7,0,2,1,4,4,3,0,0,3,2,2,4,5,6,0,3,7,2,1,4,4,0,0,3,0,6,0,0,0,"0",0,0
"4539",32,3,3,7,7,0,2,0,5,4,2,2,0,3,3,2,2,7,7,2,0,2,7,0,5,4,0,0,1,0,0,0,0,0,"0",10,2
"4540",37,1,4,8,7,1,2,9,0,0,0,0,0,9,0,0,9,0,6,2,1,5,4,5,5,0,0,0,4,0,6,0,0,0,"0",0,0
"4541",36,3,4,8,6,0,3,3,4,3,2,0,2,4,0,2,2,7,6,3,0,3,6,0,7,2,0,0,3,0,6,0,0,0,"0",0,0
"4542",38,3,3,9,7,1,2,0,3,6,0,0,0,3,6,0,0,9,7,1,2,7,2,0,9,0,0,0,4,2,6,0,1,0,"0",0,0
"4543",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,0,6,0,0,0,"0",0,0
"4544",33,4,2,8,8,0,1,0,1,8,0,0,0,1,5,4,9,0,7,2,0,9,0,3,6,1,0,0,3,0,5,0,0,0,"0",0,0
"4545",33,3,2,8,6,0,3,2,2,6,2,0,0,3,4,2,5,4,5,1,3,7,2,4,4,2,0,0,3,2,6,0,1,0,"0",0,0
"4546",35,3,3,8,7,1,2,1,4,4,1,0,3,2,2,3,4,5,6,3,1,7,2,2,5,1,2,0,5,0,0,0,0,0,"0",4,1
"4547",24,2,2,5,1,3,5,4,3,2,1,0,0,3,1,5,8,1,7,0,2,6,3,5,3,1,1,0,2,0,0,0,0,0,"0",0,0
"4548",31,2,2,7,5,2,2,3,2,5,1,0,0,3,4,3,8,1,7,1,2,8,1,3,5,2,1,1,1,0,0,0,0,0,"0",0,0
"4549",24,2,3,5,4,1,5,4,2,3,1,0,1,2,3,4,5,4,5,1,3,8,1,5,3,2,0,0,2,0,6,0,0,0,"0",0,0
"4550",39,2,3,9,9,0,0,0,5,4,2,0,0,6,0,2,6,3,7,2,0,7,2,3,4,2,1,0,5,2,0,0,1,0,"0",0,0
"4551",12,3,2,3,6,3,0,0,4,5,5,0,0,3,1,2,0,9,6,3,0,2,7,0,3,4,3,1,7,2,6,0,1,0,"0",0,0
"4552",32,3,3,7,6,3,0,0,4,5,0,0,0,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,1,1,6,0,1,0,"0",0,0
"4553",33,3,3,8,7,0,2,2,1,6,0,0,0,3,6,0,4,5,5,2,3,8,1,3,4,2,0,0,3,0,6,0,0,0,"0",6,1
"4554",13,3,3,3,6,2,2,2,4,4,3,0,0,4,2,1,4,5,7,1,2,5,4,4,3,3,1,0,7,2,6,0,1,0,"0",0,0
"4555",33,3,3,8,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,3,0,0,0,0,0,"0",0,0
"4556",1,3,2,1,9,0,0,1,3,5,9,0,0,0,0,0,0,9,7,2,0,2,7,0,0,5,0,4,8,0,0,0,0,0,"0",0,0
"4557",39,3,3,9,7,1,2,3,2,5,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,5,0,0,0,0,0,"0",0,0
"4558",33,3,3,8,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,3,0,6,0,0,0,"0",0,0
"4559",13,3,3,3,6,0,3,3,2,5,8,0,0,0,1,0,0,9,9,0,0,4,5,0,6,3,0,0,6,2,6,0,1,0,"0",0,0
"4560",33,3,3,8,7,1,1,1,4,4,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,3,0,0,0,0,0,"0",0,0
"4561",1,3,4,1,7,1,1,1,6,3,4,0,0,3,1,2,1,8,8,1,1,7,2,2,3,5,0,0,8,2,0,0,1,0,"0",0,0
"4562",9,3,3,3,7,2,0,0,2,7,2,0,0,4,2,2,8,1,9,0,0,5,4,2,4,3,2,0,4,2,0,0,1,0,"0",0,0
"4563",34,2,4,8,5,2,3,3,5,3,1,0,5,1,3,2,5,4,4,5,1,7,2,2,5,1,2,0,6,2,0,0,1,0,"0",0,0
"4564",35,2,3,8,6,1,3,2,4,4,2,0,0,2,3,3,5,4,6,1,2,6,3,3,4,2,2,0,5,1,0,0,1,0,"0",0,0
"4565",11,3,3,3,9,0,0,0,4,5,3,1,2,2,2,1,3,6,6,2,1,5,4,0,0,7,2,0,6,2,6,0,1,0,"0",0,0
"4566",35,3,4,8,6,0,3,0,5,4,1,0,0,4,1,4,5,4,7,0,2,6,3,2,3,4,2,0,5,0,0,0,0,0,"0",1,1
"4567",3,2,4,1,7,1,2,0,9,0,4,0,0,2,2,1,5,5,6,2,1,5,4,5,5,0,0,0,6,0,0,0,0,0,"0",0,0
"4568",6,3,2,2,8,0,1,1,2,6,2,0,0,3,4,1,5,4,7,2,0,7,2,1,2,5,2,0,8,0,0,0,0,0,"0",0,0
"4569",35,2,3,8,5,1,4,3,3,4,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,5,0,0,0,0,0,"0",4,1
"4570",23,2,3,5,7,1,2,3,3,4,2,1,0,4,1,3,4,5,7,1,1,5,4,2,6,2,1,0,3,0,6,0,0,0,"0",0,0
"4571",33,3,2,8,8,1,0,0,2,7,0,0,0,4,3,3,3,6,6,3,0,9,0,2,5,2,2,0,3,2,6,0,1,0,"0",0,0
"4572",33,4,3,8,8,0,1,1,1,8,2,0,0,3,4,1,1,8,8,1,0,6,3,3,5,2,0,0,3,0,6,0,0,0,"0",0,0
"4573",1,2,4,1,7,0,2,2,5,2,9,0,0,0,0,0,6,3,9,0,0,2,7,0,2,5,2,0,8,0,6,0,0,0,"0",0,0
"4574",36,3,3,8,6,2,2,1,4,5,3,1,1,3,1,3,4,5,7,1,1,6,3,2,4,2,2,0,3,0,6,0,0,0,"0",0,0
"4575",34,4,2,8,9,0,0,0,0,9,0,2,0,0,7,0,7,2,4,5,0,7,2,4,2,2,2,0,6,0,0,0,0,0,"0",0,0
"4576",10,4,3,3,6,0,3,0,1,8,4,0,2,3,1,0,4,5,6,2,2,5,4,5,4,0,0,0,7,0,5,0,0,0,"0",0,0
"4577",24,2,2,5,5,2,3,3,2,5,1,0,0,3,4,2,8,1,6,1,2,8,1,6,3,1,0,0,2,0,5,0,0,0,"0",0,0
"4578",19,2,2,4,3,2,5,4,3,3,0,0,0,5,2,2,4,5,3,2,5,5,4,4,0,3,1,2,4,2,6,0,1,0,"0",0,0
"4579",35,2,4,8,5,0,4,3,5,2,2,0,4,3,2,0,3,6,4,2,3,4,5,4,3,0,2,0,5,0,5,0,0,0,"0",0,0
"4580",27,1,5,6,0,0,9,7,2,0,2,0,1,3,3,2,8,1,0,0,9,9,0,4,5,0,0,0,1,2,5,0,1,0,"0",0,0
"4581",26,1,6,6,1,1,8,7,2,0,0,0,1,1,5,3,9,0,1,0,8,6,3,8,1,0,0,0,1,0,0,0,0,0,"0",0,0
"4582",29,2,3,7,5,1,4,3,3,3,1,1,1,4,2,2,2,7,5,1,4,7,2,3,3,3,0,0,3,0,5,0,0,0,"0",0,0
"4583",9,2,4,3,6,1,2,2,5,3,1,1,1,3,3,2,3,6,6,2,2,7,2,4,3,2,1,1,4,0,0,0,0,0,"0",0,0
"4584",3,3,3,1,5,2,3,2,4,4,2,2,0,6,0,1,5,4,6,0,3,5,4,4,2,1,2,2,6,2,6,0,1,0,"0",0,0
"4585",34,2,3,8,6,1,2,2,3,4,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,6,0,6,0,0,0,"1",0,0
"4586",6,5,3,2,9,0,0,0,0,9,4,0,0,5,0,0,0,9,7,2,0,4,5,0,3,3,2,2,8,0,5,0,0,0,"0",0,0
"4587",37,3,3,8,7,0,2,0,3,6,0,0,0,8,0,1,5,4,5,2,2,7,2,0,5,3,1,0,4,2,6,0,1,0,"0",0,0
"4588",7,4,2,2,8,1,0,0,1,8,5,1,0,4,1,0,0,9,7,1,2,4,5,1,3,6,1,0,6,0,6,0,0,0,"0",0,0
"4589",9,3,3,3,6,0,3,1,3,6,1,0,1,4,3,3,9,0,5,0,4,5,4,5,4,1,0,0,4,0,5,0,0,0,"0",0,0
